user_id,public,completion_percentage,gender,region,AGE,I_am_working_in_field,spoken_languages,hobbies,I_most_enjoy_good_food,pets,body_type,my_eyesight,eye_color,hair_color,hair_type,completed_level_of_education,favourite_color,relation_to_smoking,relation_to_alcohol,sign_in_zodiac,on_pokec_i_am_looking_for,love_is_for_me,relation_to_casual_sex,my_partner_should_be,marital_status,children,relation_to_children,I_like_movies,I_like_watching_movie,I_like_music,I_mostly_like_listening_to_music,the_idea_of_good_evening,I_like_specialties_from_kitchen,fun,I_am_going_to_concerts,my_active_sports,my_passive_sports,profession,I_like_books,life_style,music,cars,politics,relationships,art_culture,hobbies_interests,science_technologies,computers_internet,education,sport,movies,travelling,health,companies_brands
1926,0,12,0,kosicky kraj	kosice - zapad,17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2479,1,62,1,trnavsky kraj	trnava,17,som nezamestnany,null,sportovanie	priatelia,v kuchyni pri stole	pri telke,mam psa,vysportovana,vyborny,modre,hnede,null,zakladne,cierna	cervena,nefajcim,pijem prilezitostne,baran,vaznu znamost,nie je nic lepsie	ako byt zamilovany(a),nedokazem mat s niekym sex bez lasky,mojou chybajucou polovickou,slobodny(a),v buducnosti chcem mat,null,akcne	horory,doma z gauca	v kine,null,kedykolvek a kdekolvek,null,null,null,null,futbal,null,zakladna skola,hororove,null,team-radke,null,null,null,null,null,null,null,null,null,null,null,null,null
2464,1,66,1,presovsky kraj	sabinov,21,studujem,anglicky,sportovanie	fotografovanie	cestovanie	prace okolo domu	praca s pc	pc hry	surfovanie po webe	citanie	pocuvanie hudby	pozeranie filmov	kupalisko	varenie	kino	priatelia	stanovanie,pri telke	v dobrej restauracii	v prirode,pes	vtacik,priemerna,nosim okuliare,modre,hnede,null,zakladne,hneda	modra	zelena,nefajcim,pijem prilezitostne,strelec,dobreho priatela	priatelku	niekoho na chatovanie,este som nikdy nebol(a) zamilovany(a),sex mozem mat iba s niekym	koho dobre poznam,clovek	ktoreho uplne respektujem,slobodny(a),null,v buducnosti by som mozno chcel(a) mat deti,akcne	dramy	horory	komedie	romanticke	serialy	dokumentarne	zahadne	mysteriozne	sci-fi	fantasy	vojnove	historicke	rodinne	kasove trhaky,v kine	doma z gauca,disko	house	techno	pop	rap	metal	soundtracky	punk	sladaky,kedykolvek a kdekolvek,ist do kina alebo divadla	nieco dobre uvarit	ist na koncert	pocuvat dobru hudbu	pozerat dobry film v tv	pc hry	citat dobru knihu	surfovat na sieti a chatovat,slovenskej	talianskej,null,ja na koncerty nechodim,auto-moto sporty	bedminton	behanie	futbal	hokej	korculovanie	lyzovanie	pingpong	plavanie,aerobik	auto-moto sporty	baseball	basketbal	bedminton	behanie	bojove sporty	clnkovanie	veslovanie	futbal	golf	hadzana	hokej	horolezectvo	korculovanie	lyzovanie	paragliding	pingpong	plavanie	posilnovanie	snowboarding	surfing	tenis,null,o zabave	hry	humor	pocitacovu literaturu	literaturu pre rozvoj osobnosti	literaturu o umeni a architekture	psychologicku literaturu	cestopisy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2465,1,12,1,nitriansky kraj	topolcany,22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2778,0,78,1,kosicky kraj	kosice - krasna nad hornadom,17,null,anglicky,sportovanie	fotografovanie	cestovanie	turistika	praca s pc	pc hry	surfovanie po webe	citanie	pocuvanie hudby	pozeranie filmov	zberatelstvo	chovatelstvo	malovanie	tancovanie	diskoteky	kupalisko	varenie	jedlo	kino	party	priatelia	spanie	nakupovanie,pri telke,null,priemerna,vyborny,modre,hnede,kratke,zakladne,zelena,nefajcim,null,baran,dobreho priatela	priatelku,v laske vidim zmysel zivota,nedokazem mat s niekym sex bez lasky,moj najlepsi priatel,slobodny(a),null,v buducnosti chcem mat deti,akcne	alternativne	umelecke	dramy	inscenacie	horory	komedie	serialy	zahadne	kasove trhaky,v kine	doma z gauca,hitparadovky	rock	pop	rap	soundtracky	punk	country,na posteli	pri chodzi	kedykolvek a kdekolvek,nieco dobre uvarit	pocuvat dobru hudbu	pozerat dobry film v tv	surfovat na sieti a chatovat,slovenskej	francuzskej	talianskej	greckej	cinskej	indickej	japonskej	mexickej	morske zivocichy	vegetarianskej,s-u-m-m-e-r-2010	profesionali	triton-4	bukekela-dede-je-najlepsi	prisla-som-videla-som-nechapem-mate-flasku-ostavam-dd,ja na koncerty nechodim,baseball	basketbal	behanie	futbal	hokej	kolieskove korcule	korculovanie	lyzovanie	plavanie	posilnovanie	skateboarding	tenis,null,zakladna skola,o zabave	hry	humor,rio-de-jazero	sidlisko-nad-jazerom-sem	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	nie-sme-namysleny-ani-trapny-sme-sami-sebou	hooligans-1	joker-jzr,music-is-my-life	hip-hop-2	bez-hudby-ani-den	i-music-4,tuning-club	monster-energy-1	autobazar-eu,null,lubit-mozme-kazdeho-no-milovat-len-jendeho	priatelstvo-1	ked-ti-odomna-pride-pozvanka-mam-ta-rada	zijem-pre-ludi-ktory-ziju-pre-mna	facebook-1	priatelia-nadovsetko,null,cely-pokec-napchame-do-tohto-klubu	z-priatelstva-moze-vzniknut-laska-ale-z-lasky-nemoze-vzniknut-priatelstvo-1,null,pokec,null,null,null,leto-2013,null,dc	new-yorker-2
2893,0,69,0,trnavsky kraj	holic,0,null,anglicky	rusky,spanie	kupalisko,v dobrej restauracii,null,chuda,vyborny,hnede,hnede,po plecia	rovne,null,ruzova	modra	cierna	fialova,null,pijem prilezitostne,strelec,niekoho na chatovanie,nie je nic lepsie	ako byt zamilovany(a),null,laskou mojho zivota,slobodny(a),v buducnosti chcem mat,null,nepozeram filmy,doma,disko	hip-hop,null,pocuvat dobru hudbu	surfovat na sieti a chatovat,null,chandzalo-klub-sk	cives-omuj-telma	ked-sa-nuditeeeeee-tak-sa-sante-clenom-klubu-p,zriedkavo,null,null,null,necitam knihy,punk-s-not-dead	milujeeem-trencin-a-juzanku	original___je___len___jeden	rytmus-baro-frajeris	jedine-amen-o-diline-muja-hehe-esperanca727_-natasa313_-pisinka_ss-05pusa121-fewro102_-fabian_sexy-prastenapikacu-na-nas-nemace-kiss-for-you____-kamujem-vas,hip-hop-2	r_b_d	black-veil-brides-1	kada-klubos-hin-predal-nadidakere-cawe-he-caj	gipsy-koky,null,null,milujem-svoju-lasku	milujem-ta-44	diego-roberta	nikdomanemarad	lubish-ma-este	hlada-sa-robert-lamos-potrebujeme-pomoc,null,zivot-je-iba-cesta-na-ktorej-stracame-tych-ktorych-najviac-milujeme	gingerkoo	dominikasexy-n-fewro102-jedine-amen-ando-muj-nic-ko-amen-na-prellal-ta-rakovina-ande-tumende-d,null,lajkit-net,kdo-miluje-prestavky-v-skole-sup-sem	nezanasam-skolyyyyyyy,ja-kevin-a-moj-velki-kamos-dzoni	as-trencin-1	naj-__-sexi__cajocka__,null,null,null,null
19,1,74,1,banskobystricky kraj	zvolen,17,null,anglicky	nemecky,party	kupalisko	tancovanie	pc hry	diskoteky	kino	priatelia	divadlo,v kuchyni pri stole	pri svieckach s partnerom	v posteli,mam psa	mam macku,chuda,vyborny,modre,cierne,po plecia,zakladne,cierna,nefajcim,abstinent,ryby,niekoho na chatovanie	dobreho priatela	priatelku,nie je nic lepsie	ako byt zamilovany(a),nedokazem mat s niekym sex bez lasky,mojou chybajucou polovickou	laskou mojho zivota	niekto	kto mi navari	operie	uprace	clovek	ktoreho uplne respektujem	hlavne spolocensky typ,slobodny(a),null,v buducnosti chcem mat deti,akcne	komedie	horory,v kine	doma z gauca	u priatela	priatelky,rock	punk	pop,kedykolvek a kdekolvek	na posteli	s partnerom	na diskoteke	na koncerte,s kamaratmi do baru	ist na koncert	ist do kina alebo divadla,slovenskej	francuzskej	talianskej	cinskej	greckej,chlapci-zo-zvolena-maju-ho-po-kelena-ti-zo-sliaca-maju-tam-len-kus-chumaca-a-tym-zo-sielnice-hmyria-sa-tam-husenice-d-d	volaju-ma-macko-usko-lebo-smiesne-usko-mam-p,raz za mesiac,futbal	volejbal,volejbal	futbal,null,necitam knihy,ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	chopeny-ludia-su-in-d	klub-nezadnych,null,null,null,milujem-ho-ak-aj-on-mna	my-heart-belongs-to-you-moje-srdce-patri-vam	lubiim-vaaas-posielaam-to-tym-na-ktorych-mi-vazne-zalezii-a-nikdy-na-nich-nezabudneem	lubim-najvaac-na-svete,null,null,null,null,null,null,null,null,null,null
317,1,67,0,kosicky kraj	kosice - ostatne,16,null,anglicky	nemecky,sportovanie	fotografovanie	turistika	domace prace	prace v zahrade	prace okolo domu	praca s pc	pc hry	surfovanie po webe	citanie	pocuvanie hudby	pozeranie filmov	tancovanie	diskoteky	kupalisko	varenie	jedlo	kino	party	priatelia	divadlo	nakupovanie	stanovanie,pri telke	pri svieckach s partnerom	v dobrej restauracii	v prirode	v posteli,nemam ziadne,null,null,modre,hnede,dlhe,jasle,null,nefajcim,abstinent,baran,niekoho na chatovanie,nie je nic lepsie	ako byt zamilovany(a),null,mojou chybajucou polovickou,slobodny(a),null,null,akcne	horory	fantasy	rodinne,null,hitparadovky	rock	pop	sladaky,na posteli	vo vani	na dobru noc	v praci	na diskoteke	pri chodzi	kedykolvek a kdekolvek,zhasnut svetla a meditovat	ist do kina alebo divadla	nieco dobre uvarit	pocuvat dobru hudbu	pozerat dobry film v tv	pc hry	citat dobru knihu	surfovat na sieti a chatovat	pri svieckach s partnerom,slovenskej	vegetarianskej,null,ja na koncerty nechodim,bedminton	behanie	kolieskove korcule	korculovanie	plavanie,aerobik	hokej,zakladna skola,rozpravky	o zabave	hry	humor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
383,1,76,0,presovsky kraj	presov,16,studujem,anglicky,sport,pri svieckach s partnerom	z partnerovho bruska	pri telke,null,null,null,null,momentalne cierna,null,null,biela	cierna	modra	zelena,nefajcim,nepijem,null,niekoho na chatovanie,null,null,null,null,null,v buducnosti chcem mat deti,akcne	komedie	fantasy	dramy	horory,v kine	domaa,pop	rap	sladaky	rock	disko	hip-hop	jazz	hitparadovky,na posteli	na diskoteke	vo vani	na koncerte	na dobru noc	pri chodzi	kedykolvek a kdekolvek,ist do kina alebo divadla	ist na koncert	s kamaratmi do baru	pri svieckach s partnerom	pocuvat dobru hudbu,null,null,null,hadzana,null,null,romany,macicky-su-krasne-a-zlatee	futbal-4-rewer-dddd,null,null,null,null,null,null,null,null,null,hc-presov-07-s-r-o,null,null,null,null
452,1,74,0,zahranicie	zahranicie - usa,13,studujem,anglicky	nemecky	rusky	spanielsky,kupalisko	chovatelstvo	sportovanie	diskoteky	malovanie,pri telke	v dobrej restauracii	v posteli,mam macku	mam hlodavce	mam psa	mam rybky	mam pavuka,chuda,vyborny,null,blond,rovne	dlhe,null,fialova	modra	cierna,nefajcim,abstinent,skorpion,dobreho priatela	priatelku	niekoho na chatovanie,nie je nic lepsie	ako byt zamilovany(a)	v laske vidim zmysel zivota,nedokazem mat s niekym sex bez lasky	sex mozem mat iba s niekym	koho dobre poznam,moj najlepsi priatel	laskou mojho zivota	hlavne dobry milenec,mam vazny vztah,null,v buducnosti chcem mat deti,komedie	serialy,doma z gauca,rock	hip-hop	pop,na posteli	v aute	na diskoteke	na koncerte	vo vani,pocuvat dobru hudbu	pc hry	surfovat na sieti a chatovat	s kamaratmi do baru,slovenskej	talianskej,ked-budes-u-mna-spat-dones-si-sexy-pyzamko,zriedkavo,kolieskove korcule	lyzovanie	pingpong	basketbal	behanie	futbal	korculovanie	plavanie	volejbal,hokej	futbal,null,cestopisy,mladi-rebeli,null,autobazar-eu,null,velka-vdaka-mojim-priatelom-ktory-ma-este-nikdy-nezradily	povedat-nepovedat,null,cely-pokec-napchame-do-tohto-klubu	miluj-toho-koho-mozes-milovat,null,null,null,null,null,null,null,null
526,1,67,1,trenciansky kraj	prievidza,17,som nezamestnany	dopravy,anglicky	nemecky	spanielsky,sportovanie	fotografovanie	cestovanie	turistika	domace prace	prace v zahrade	prace okolo domu	praca s pc	pc hry	surfovanie po webe	pocuvanie hudby	pozeranie filmov	chovatelstvo	malovanie	tancovanie	kupalisko	jedlo	party	priatelia	spanie	stanovanie,pri telke	pri svieckach s partnerom	v dobrej restauracii	v prirode	v posteli,mam psa	mam rybky,vysportovana,vyborny,hnede,hnede,na jezka,zakladne,biela	zelena	zlta,nefajcim,abstinent,vahy,vaznu znamost	dobreho priatela	priatelku	niekoho na chatovanie,v laske vidim zmysel zivota,sex mozem mat iba s niekym	koho dobre poznam,mojou chybajucou polovickou,slobodny(a),null,null,akcne	horory	komedie	zahadne	mysteriozne	sci-fi	fantasy	muzikaly	vojnove	historicke	rodinne	kasove trhaky,v kine	doma z gauca,disko	rock	house	techno	pop	punk	sladaky,na posteli	vo vani	na dobru noc	na diskoteke	pri chodzi,nieco dobre uvarit	pocuvat dobru hudbu	pozerat dobry film v tv	pc hry	surfovat na sieti a chatovat,slovenskej	cinskej	japonskej	mexickej,null,null,auto-moto sporty	bedminton	bojove sporty	futbal	hadzana	hokej	horolezectvo	kolieskove korcule	lyzovanie	plavanie	posilnovanie	tenis,auto-moto sporty	bojove sporty	futbal	hadzana	hokej	lyzovanie	pingpong	plavanie	posilnovanie	tenis,vodic,historicke romany	cestopisy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
556,0,74,0,nitriansky kraj	nove zamky,20,som nezamestnany,null,surfovanie po webe	diskoteky	priatelia,pri telke,mam psa,priemerna,vyborny,hnede,cierne,kratke	rovne,zakladne,ruzova	biela	zelena,fajcim pravidelne,pijem prilezitostne,baran,udrzujem vztahy s priatelmi,v laske som sa sklamal(a)	preto som velmi opatrny(a),sex mozem mat iba s niekym	koho dobre poznam,hlavne spolocensky typ,slobodny(a),null,este neviem,komedie	romanticke	rodinne,doma z gauca,disko	rap	sladaky	hitparadovky	house	techno	hip-hop,na posteli	pri sexe	v aute	na diskoteke	na dobru noc,pocuvat dobru hudbu	surfovat na sieti a chatovat,slovenskej	cinskej,mocencani-su-sprosty-narod,ja na koncerty nechodim,null,null,null,o vareni,bokhale-csavora	milujem-ten-pocit-ked-mam-sluchadka-v-usiach-a-nic-ine-ma-vtedy-nezaujima-i-love-music	tento-klub-je-pre-tych-ktory-to-maju-v-zive-faakt-tazke,null,null,null,ked-milujem-nepodvediem	milujuci-matkov-sem	posielam-ti-pozvanku-preto-lebo-mi-na-tebe-zalezi	ver-a-stane-sa	stem-malu-deniskuuuuu	pod-jsem-ak-si-nasiel-v-roku-2010-naj-osobu	je-krasne-zit-ked-mas-pre-koho-je-krasne-zit-ked-milujes-niekoho-miluj-svet-miluj-seba-len-nezabudni-na-tych-co-miluju-teba,null,null,null,pokec,null,null,nesputany-anjel-maricuj,null,null,null
551,1,12,1,bratislavsky kraj	bratislava - okolie,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
742,1,52,0,trnavsky kraj	senica,16,studujem,nemecky,null,null,null,vysportovana,vyborny,hnede,hnede,dlhe,zakladne,biela	fialova	ruzova,nefajcim,abstinent,ryby,null,este som nikdy nebol(a) zamilovany(a),null,mojou chybajucou polovickou,slobodny(a),null,null,komedie	romanticke	serialy	muzikaly,v kine,disko	rock	muzikaly,na posteli	pri chodzi,ist do kina alebo divadla	pozerat dobry film v tv	surfovat na sieti a chatovat,null,null,ja na koncerty nechodim,null,null,zakladna skola,historicke romany,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
846,0,21,0,trnavsky kraj	skalica,24,null,null,null,null,null,chuda,null,zelene,blond,dlhe,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
909,1,64,0,trnavsky kraj	skalica,0,null,null,sportovanie	fotografovanie	pocuvanie hudby	pozeranie filmov	malovanie	tancovanie	diskoteky	varenie	kino	party	priatelia	stanovanie,pri telke	pri svieckach s partnerom	v dobrej restauracii	v prirode	v posteli	z partnerovho bruska,nemam ziadne,null,null,null,null,null,null,biela	cervena	cierna	modra,null,null,blizenci,null,null,null,null,null,null,null,horory	komedie	romanticke	muzikaly,v kine	doma z gauca	u priatela	priatelky,disko	hitparadovky	pop	rap	soundtracky	sladaky	house	techno,na posteli	vo vani	na dobru noc	s partnerom	v praci	na diskoteke	pri sexe	pri chodzi	kedykolvek a kdekolvek,ist do kina alebo divadla	ist do posilnovne	s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	pri svieckach s partnerom,slovenskej,null,null,behanie	hadzana	kolieskove korcule,aerobik	behanie	hadzana	plavanie	posilnovanie,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
878,1,66,0,trenciansky kraj	prievidza,22,sluzieb a obchodu,anglicky,cestovanie	tancovanie	kupalisko	kino	priatelia	nakupovanie,pri telke	pri svieckach s partnerom	v dobrej restauracii	v posteli,null,chuda,null,zelene,hnede,dlhe,zakladne,oranzova	ruzova,nefajcim,pijem prilezitostne,blizenci,niekoho na chatovanie,v laske som sa sklamal(a)	preto som velmi opatrny(a),nedokazem mat s niekym sex bez lasky,laskou mojho zivota,mam vazny vztah,null,null,akcne	dramy	horory	komedie	romanticke	serialy	rodinne,v kine	doma z gauca	u priatela	priatelky,hitparadovky	sladaky,na posteli	na dobru noc	s partnerom	na diskoteke,ist do kina alebo divadla	ist na koncert	s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	pri svieckach s partnerom,slovenskej	francuzskej	talianskej	mexickej,null,null,kolieskove korcule,basketbal	bojove sporty	hokej	lyzovanie	plavanie,null,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1145,1,81,1,trnavsky kraj	skalica,0,strojarenstva a energetiky,anglicky,sportovanie	pocuvanie hudby	priatelia,pri telke	v posteli,null,vysportovana,null,null,cierne,null,zakladne,cervena	cierna,null,null,byk,null,null,to skutocne zalezi len na okolnostiach,laskou mojho zivota,null,null,v buducnosti by som mozno chcel(a) mat deti,horory	komedie	eroticke,null,rock	metal,null,s kamaratmi do baru	pocuvat dobru hudbu	surfovat na sieti a chatovat,null,null,zriedkavo,null,null,null,strata casu,hadka-vedie-iba-k-hadne-naco-sa-stale-hadat	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	bongo-team	slovenska-mafia	luubim-mojich-best-friends-d	co-na-srdci-to-na-jazyku-2,marilyn-manson-3	radimovska-sopa,null,null,najkrajsi-10-25-rocny-chalan-na-pokeci,null,null,null,null,null,top-novinky-barclays-premier-league,null,null,pouzivam-telefon-v-tme-ako-baterku-d,null
1199,1,41,1,trenciansky kraj	trencin,0,null,null,null,null,null,vysportovana,vyborny,zelene,hnede,kratke,zakladne,null,null,null,null,null,null,null,clovek	ktoreho uplne respektujem,null,null,null,null,null,dnb,null,null,null,null,null,box	posilovanie,null,null,null,bongo-team,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1629,1,64,0,nitriansky kraj	sala,16,null,anglicky	spanielsky	francuzsky,null,pri telke,mam macku	mam psa,chuda,vyborny,hnede,hnede,dlhe	ples,stredoskolske,cervena	cierna,fajcim pravidelne,pijem prilezitostne,baran,dobreho priatela	priatelku,nie je nic lepsie	ako byt zamilovany(a),nedokazem mat s niekym sex bez lasky,null,slobodny(a),null,null,komedie,v kine	doma z gauca	u priatela	priatelky,rock,kedykolvek a kdekolvek,null,null,null,raz za mesiac,null,futbal,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1738,1,71,1,nitriansky kraj	nove zamky,0,studujem,madarsky	slovensky,sportovanie	surfovanie po webe	pocuvanie hudby	pozeranie filmov	priatelia,pri telke	pri svieckach s partnerom	v dobrej restauracii	v posteli,mam psa	mam macku,priemerna,vyborny,zelene,hnede,kratke,zakladne,biela	cervena	cierna	fialova	hneda	modra	oranzova	ruzova	zelena	zlta	wsetky,uz nefajcim,pijem prilezitostne,blizenci,dobreho priatela	priatelku	niekoho na chatovanie,nie je nic lepsie	ako byt zamilovany(a),to skutocne zalezi len na okolnostiach,mojou chybajucou polovickou,slobodny,null,v buducnosti chcem mat deti,komedie	fantasy	vojnove,u priatela	priatelky,rock	punk	dnb	rap,na posteli	vo vani	na dobru noc	s partnerom	pri chodzi	kedykolvek a kdekolvek,s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	surfovat na sieti a chatovat	pri svieckach s partnerom,slovenskej	greckej	madarske,null,ja na koncerty nechodim,tenis,basketbal,null,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1923,0,55,0,kosicky kraj	kosice - okolie,0,null,anglicky	nemecky,cestovanie	domace prace	prace v zahrade	prace okolo domu	citanie	pocuvanie hudby	pozeranie filmov	diskoteky	kupalisko	varenie	jedlo	kino	priatelia	spanie	divadlo	nakupovanie,pri telke	pri svieckach s partnerom	v dobrej restauracii	v prirode	v posteli	z partnerovho bruska,null,priemerna,vyborny,null,blond,null,vysokoskolske,biela	cervena	cierna	modra	ruzova	zelena,fajcim pravidelne,pijem prilezitostne,baran,dobreho priatela	priatelku	niekoho na chatovanie,null,null,null,null,null,null,akcne	dramy	horory	komedie	romanticke	serialy	dokumentarne	zahadne	mysteriozne	sci-fi	fantasy	vojnove	historicke	rodinne,v kine	doma z gauca	u priatela	priatelky,disko	hitparadovky	house	techno	pop	rap	sladaky,na posteli	vo vani	s partnerom	v praci	na diskoteke	pri chodzi	kedykolvek a kdekolvek,ist do kina alebo divadla	nieco dobre uvarit	ist do posilnovne	s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	citat dobru knihu	surfovat na sieti a chatovat	pri svieckach s partnerom,slovenskej	morske zivocichy,null,null,aerobik	bedminton	golf	kolieskove korcule	korculovanie	lyzovanie	pingpong	plavanie	tenis,auto-moto sporty	basketbal	bojove sporty	clnkovanie	veslovanie	futbal	golf	hokej	plavanie	snowboarding	tenis,null,rozpravky	historicke romany	cudzojazycnu literaturu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2480,1,12,1,trnavsky kraj	senica,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2721,1,67,1,presovsky kraj	bardejov,0,zdravotnictva,nemecky,jedlo	priatelia,v kuchyni pri stole	pri telke,null,vysportovana,vyborny,hnede,cierne,kratke,stredoskolske,modra	zelena	cierna	biela,nefajcim,pijem prilezitostne,vahy,dobreho priatela	priatelku,nie je nic lepsie	ako byt zamilovany(a),nedokazem mat s niekym sex bez lasky,mojou chybajucou polovickou,null,null,v buducnosti chcem mat deti,null,null,null,null,zhasnut svetla a meditovat,null,jedine-vinbarg	jedine-ja-a-moji-ludia	som_nadrzany	hura-vianoce-su-tu	stefanska-zabava-svidnik-kto-ide-naj-sa-prida,null,futbal	hokej,futbal	hokej	basketbal,stredna skola,null,romano-mix,hudobna-skupina-n-hod	michael-jackson-kral-po-pu	djstotko-zinobox-one-gipsi-janik,null,null,zeny-treba-lubit	preco-prave-ja-1	preco-sme-tak-nenavideny-kazdym	som-kto-som-a-inou-inym-uz-nebudem-d-zmenit-sa-dokazem-len-pre-lasku-ktoru-milujem-d	i-love-you-zalubenych-klub	to-bude-asi-laska,null,null,null,null,null,null,null,null,null,null
2817,1,84,0,banskobystricky kraj	velky krtis,13,null,anglicky	nemecky,sportovanie	fotografovanie	cestovanie	turistika	praca s pc	pc hry	surfovanie po webe	citanie	pocuvanie hudby	pozeranie filmov	zberatelstvo	chovatelstvo	malovanie	tancovanie	diskoteky	kupalisko	varenie	kino	party	priatelia	spanie	divadlo	nakupovanie	stanovanie	chodenie do muzei,pri telke	v dobrej restauracii	v prirode	v posteli,null,priemerna,null,hnede,hnede,dlhe,null,biela	cervena	cierna	fialova	hneda	modra	ruzova	zelena,nefajcim,abstinent,blizenci,null,nie je nic lepsie	ako byt zamilovany(a),sex mozem mat iba s niekym	koho dobre poznam,laskou mojho zivota,slobodny(a),null,null,akcne	komedie	serialy	rodinne	horory	romanticke	sci-fi,v kine	doma z gauca	u priatela	priatelky,disko	rock	trance	rap	metal	hitparadovky	house	techno,na posteli	v aute	na diskoteke	kedykolvek a kdekolvek	na dobru noc	vo vani	na koncerte	pri chodzi,pocuvat dobru hudbu	pc hry	surfovat na sieti a chatovat	ist do kina alebo divadla	ist na koncert	s kamaratmi do baru	pozerat dobry film v tv,slovenskej	vegetarianskej,anti-skola	summer	diskoooo-x	pokec-miluji	banda-4-ewer-d-d-d	pravy-malo-zlievcan	ktory-chlan-vihraa-suutaz-krasi	dobra-nalada-sice-nevyriesi-vsetky-vase-problemy-ale-dokaze-nasrat-tolko-ludi-ze-stoji-zato-si-ju-udrzat	slnce-seno-trilogie-facky-jahody-nakonec-i-erotika,null,aerobik	auto-moto sporty	baseball	basketbal	bedminton	behanie	bojove sporty	clnkovanie	veslovanie	futbal	golf	hadzana	hokej	horolezectvo	kolieskove korcule	korculovanie	paragliding	pingpong	plavanie	rafting	skateboarding	snowboarding	squash	surfing	tenis,aerobik	auto-moto sporty	baseball	basketbal	futbal	golf	hadzana	hokej	kolieskove korcule	korculovanie	plavanie	skateboarding	snowboarding	tenis,null,null,neznasam-ked-mi-niekdo-rozkazuje	l-v3	ten-kto-netrpel-nikdy-nemilowal	kto-si-misli-ze-hezky_boy-je-najkrajsi-chalan-na-nete	dokonalost-1	bukekela-vianoce-su-najlepsie-d,dnb-eleqtro-house-tecktonik-4ewaaa,null,cervenu-ficovi-1,freeends	ked-si-zadany-a-vaz-si-to-ked-si-slobodny-a-uzi-si-to	srdcu-nerozkazes-srdce-si-vybera-samo	to-co-urobis-je-viac-ako-to-co-len-povies	milujem-ked-mi-niekto-povie-milujem-ta	ked-niekoho-lubime-a-on-i-tom-newie-boli-to	je-lahke-opustit-ale-je-velmi-tazke-zabudnut	si-myslis-ze-budem-skakat-jak-ty-piskas-ho-ho-hooo-zabudaj	beeeeeest-freeeeeeeeends	ked-hovoris-jee-mi-luto-pozeraj-saa-doo-oocii	priatel-je-niekto-kto-pozna-piesen-v-tvojom-srdci-a-dokaze-ti-ju-zaspievat-ked-si-sam-zabudol-slova-1	aj-ket-si-myslite-ze-ste-neco-viac-tak-neste-sme-vseci-rovnaky	moja-laska-k-tebe-je-velka-len-skoda-ze-o-tom-nevies	nebudem-plakat-kvoli-niekomu-kto-o-mna-nestoji	samota-je-svina,milujem-farby,upravovanie-foto	malee-zlieeefce-4-eweeer	cely-pokec-napchame-do-tohto-klubu	si-naj-kaaamos-ka-preto-ta-maam-rad-a,vsetkyy-baby-sem-budeme-mat-vjac-clenov-ako-chalani,facebook-fb-fcb-foor-ewer,spat-do-school-protest-no-s-c-h-o-o-l	anti-school-club,fc-banik-velky-krtis	manchester-city-the-ciizens,hannah-montana-stop,null,null,null
167,1,36,0,trnavsky kraj	trnava,0,null,nemecky	anglicky,null,null,mam psa,priemerna,vyborny,modre,hnede,rovne,zakladne	stredoskolske,null,nefajcim,null,panna,null,null,null,null,null,null,null,null,null,null,vo vani	na diskoteke	kedykolvek a kdekolvek,null,null,null,null,lyzovanie,futbal	lyzovanie	tenis,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
